source,output,assigned_rank,source_rank_token,removed_ranges,chains,removed_atom_records,removed_residue_count,removed_residues,retained_coordinate_records
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.60.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank61.pdb,61,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.61.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank62.pdb,62,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.62.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank63.pdb,63,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.63.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank64.pdb,64,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.64.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank65.pdb,65,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.65.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank66.pdb,66,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.66.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank67.pdb,67,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.67.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank68.pdb,68,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.68.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank69.pdb,69,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.69.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank70.pdb,70,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.70.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank71.pdb,71,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.71.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank72.pdb,72,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.72.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank73.pdb,73,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.73.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank74.pdb,74,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.74.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank75.pdb,75,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.75.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank76.pdb,76,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.76.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank77.pdb,77,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.77.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank78.pdb,78,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.78.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank79.pdb,79,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.79.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank80.pdb,80,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.80.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank81.pdb,81,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.81.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank82.pdb,82,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.82.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank83.pdb,83,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.83.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank84.pdb,84,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.84.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank85.pdb,85,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.85.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank86.pdb,86,,0,A,0,0,,2315
