input_order,source_prediction_index,numbering_index,target_id,standard_structure_id,original_structure_id,original_filename,source_path,input_pdb_path,source_af2_path,source_af2_match,plddt_filter_scope_requested,plddt_filter_scope_applied,plddt_filter_pdb_path,plddt_source_status,rank,model,seed
304,,304,PTP1B,PTP1B_AF2_0304,PTP1B.AF2rank304,PTP1B.AF2rank304.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank304.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank304.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.303.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.303.pdb,manifest_unique_filename,,,
305,,305,PTP1B,PTP1B_AF2_0305,PTP1B.AF2rank305,PTP1B.AF2rank305.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank305.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank305.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.304.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.304.pdb,manifest_unique_filename,,,
306,,306,PTP1B,PTP1B_AF2_0306,PTP1B.AF2rank306,PTP1B.AF2rank306.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank306.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank306.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.305.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.305.pdb,manifest_unique_filename,,,
307,,307,PTP1B,PTP1B_AF2_0307,PTP1B.AF2rank307,PTP1B.AF2rank307.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank307.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank307.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.306.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.306.pdb,manifest_unique_filename,,,
308,,308,PTP1B,PTP1B_AF2_0308,PTP1B.AF2rank308,PTP1B.AF2rank308.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank308.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank308.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.307.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.307.pdb,manifest_unique_filename,,,
309,,309,PTP1B,PTP1B_AF2_0309,PTP1B.AF2rank309,PTP1B.AF2rank309.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank309.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank309.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.308.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.308.pdb,manifest_unique_filename,,,
310,,310,PTP1B,PTP1B_AF2_0310,PTP1B.AF2rank310,PTP1B.AF2rank310.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank310.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank310.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.309.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.309.pdb,manifest_unique_filename,,,
311,,311,PTP1B,PTP1B_AF2_0311,PTP1B.AF2rank311,PTP1B.AF2rank311.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank311.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank311.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.310.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.310.pdb,manifest_unique_filename,,,
312,,312,PTP1B,PTP1B_AF2_0312,PTP1B.AF2rank312,PTP1B.AF2rank312.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank312.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank312.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.311.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.311.pdb,manifest_unique_filename,,,
313,,313,PTP1B,PTP1B_AF2_0313,PTP1B.AF2rank313,PTP1B.AF2rank313.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank313.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank313.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.312.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.312.pdb,manifest_unique_filename,,,
